,Date,admission_count,kpi_admits_indicator,inpatient_count,kpi_patient_indicator,inpatient_count_pct_change
382,2021-10-07T00:00:00.000Z,12.0,0.0,79,1,31.6666666667
383,2021-10-08T00:00:00.000Z,10.0,0.0,86,1,50.8771929825
384,2021-10-11T00:00:00.000Z,9.0,0.0,88,1,49.1525423729
385,2021-10-12T00:00:00.000Z,10.0,0.0,84,1,23.5294117647
386,2021-10-13T00:00:00.000Z,10.0,0.0,85,1,18.0555555556
387,2021-10-14T00:00:00.000Z,9.0,0.0,84,1,6.3291139241
388,2021-10-15T00:00:00.000Z,13.0,0.0,91,1,5.8139534884
389,2021-10-18T00:00:00.000Z,10.0,0.0,90,1,2.2727272727
390,2021-10-19T00:00:00.000Z,12.0,0.0,92,1,9.5238095238
391,2021-10-20T00:00:00.000Z,10.0,0.0,98,1,15.2941176471
392,2021-10-21T00:00:00.000Z,14.0,0.0,100,1,19.0476190476
393,2021-10-22T00:00:00.000Z,8.0,0.0,97,1,6.5934065934
394,2021-10-25T00:00:00.000Z,7.0,0.0,101,1,12.2222222222
395,2021-10-26T00:00:00.000Z,6.0,0.0,95,1,3.2608695652
396,2021-10-27T00:00:00.000Z,9.0,0.0,97,1,-1.0204081633
397,2021-10-28T00:00:00.000Z,12.0,0.0,98,1,-2.0
398,2021-10-29T00:00:00.000Z,16.0,1.0,105,1,8.2474226804
399,2021-11-01T00:00:00.000Z,12.0,0.0,107,1,5.9405940594
400,2021-11-02T00:00:00.000Z,11.0,0.0,112,1,17.8947368421
401,2021-11-03T00:00:00.000Z,14.0,0.0,111,1,14.4329896907
402,2021-11-04T00:00:00.000Z,13.0,0.0,116,1,18.3673469388
403,2021-11-05T00:00:00.000Z,13.0,0.0,122,1,16.1904761905
404,2021-11-08T00:00:00.000Z,8.0,0.0,107,1,0.0
405,2021-11-09T00:00:00.000Z,12.0,0.0,111,1,-0.8928571429
406,2021-11-10T00:00:00.000Z,19.0,1.0,119,1,7.2072072072
407,2021-11-12T00:00:00.000Z,9.0,0.0,109,1,-6.0344827586
408,2021-11-15T00:00:00.000Z,11.0,0.0,97,1,-20.4918032787
409,2021-11-16T00:00:00.000Z,17.0,1.0,100,1,-6.5420560748
410,2021-11-17T00:00:00.000Z,11.0,0.0,105,1,-5.4054054054
411,2021-11-18T00:00:00.000Z,9.0,0.0,107,1,-10.0840336134
412,2021-11-19T00:00:00.000Z,15.0,1.0,109,1,0.0
413,2021-11-22T00:00:00.000Z,20.0,1.0,108,1,11.3402061856
414,2021-11-23T00:00:00.000Z,4.0,0.0,103,1,3.0
415,2021-11-24T00:00:00.000Z,12.0,0.0,103,1,-1.9047619048
416,2021-11-29T00:00:00.000Z,3.0,0.0,73,1,-31.7757009346
417,2021-11-30T00:00:00.000Z,16.0,1.0,74,1,-32.1100917431
418,2021-12-01T00:00:00.000Z,12.0,0.0,74,1,-31.4814814815
419,2021-12-02T00:00:00.000Z,6.0,0.0,68,1,-33.9805825243
420,2021-12-03T00:00:00.000Z,10.0,0.0,63,0,-38.8349514563
421,2021-12-06T00:00:00.000Z,8.0,0.0,65,1,-10.9589041096
422,2021-12-07T00:00:00.000Z,21.0,1.0,79,1,6.7567567568
423,2021-12-08T00:00:00.000Z,10.0,0.0,75,1,1.3513513514
424,2021-12-09T00:00:00.000Z,13.0,0.0,77,1,13.2352941176
425,2021-12-10T00:00:00.000Z,9.0,0.0,76,1,20.6349206349
426,2021-12-13T00:00:00.000Z,10.0,0.0,80,1,23.0769230769
427,2021-12-14T00:00:00.000Z,9.0,0.0,81,1,2.5316455696
428,2021-12-15T00:00:00.000Z,6.0,0.0,81,1,8.0
429,2021-12-15T00:00:00.000Z,6.0,0.0,81,1,5.1948051948
430,2021-12-15T00:00:00.000Z,6.0,0.0,81,1,8.0
431,2021-12-15T00:00:00.000Z,6.0,0.0,81,1,5.1948051948
432,2021-12-16T00:00:00.000Z,,,88,1,15.7894736842
433,2021-12-17T00:00:00.000Z,3.0,0.0,83,1,3.75
434,2021-12-20T00:00:00.000Z,4.0,0.0,72,1,-11.1111111111
435,2021-12-21T00:00:00.000Z,6.0,0.0,68,1,-16.049382716
436,2021-12-22T00:00:00.000Z,4.0,0.0,66,1,-18.5185185185
437,2021-12-23T00:00:00.000Z,10.0,0.0,71,1,-19.3181818182
438,2021-12-27T00:00:00.000Z,3.0,0.0,59,0,-28.9156626506
439,2021-12-28T00:00:00.000Z,9.0,0.0,61,0,-15.2777777778
440,2021-12-29T00:00:00.000Z,7.0,0.0,66,1,-2.9411764706
441,2021-12-30T00:00:00.000Z,3.0,0.0,59,0,-10.6060606061
442,2022-01-03T00:00:00.000Z,8.0,0.0,60,0,-15.4929577465
443,2022-01-04T00:00:00.000Z,17.0,1.0,63,0,6.7796610169
444,2022-01-05T00:00:00.000Z,18.0,1.0,70,1,14.7540983607
445,2022-01-06T00:00:00.000Z,12.0,0.0,73,1,10.6060606061
446,2022-01-07T00:00:00.000Z,13.0,0.0,72,1,22.0338983051
447,2022-01-10T00:00:00.000Z,14.0,0.0,68,1,13.3333333333
448,2022-01-11T00:00:00.000Z,15.0,1.0,86,1,36.5079365079
449,2022-01-12T00:00:00.000Z,,,84,1,20.0
450,2022-01-13T00:00:00.000Z,,,79,1,8.2191780822
451,2022-01-14T00:00:00.000Z,,,80,1,11.1111111111
452,2022-01-18T00:00:00.000Z,23.0,1.0,90,1,32.3529411765
453,2022-01-19T00:00:00.000Z,22.0,1.0,104,1,20.9302325581
454,2022-01-20T00:00:00.000Z,18.0,1.0,101,1,20.2380952381
455,2022-01-24T00:00:00.000Z,11.0,0.0,106,1,34.1772151899
456,2022-01-25T00:00:00.000Z,11.0,0.0,103,1,28.75
457,2022-01-26T00:00:00.000Z,11.0,0.0,97,1,7.7777777778
458,2022-01-27T00:00:00.000Z,12.0,0.0,95,1,-8.6538461538
459,2022-01-28T00:00:00.000Z,17.0,1.0,89,1,-11.8811881188
460,2022-01-31T00:00:00.000Z,13.0,0.0,105,1,-0.9433962264
461,2022-02-01T00:00:00.000Z,17.0,1.0,99,1,-3.8834951456
462,2022-02-02T00:00:00.000Z,15.0,1.0,94,1,-3.0927835052
463,2022-02-03T00:00:00.000Z,8.0,0.0,88,1,-7.3684210526
464,2022-02-04T00:00:00.000Z,16.0,1.0,86,1,-3.3707865169
465,2022-02-07T00:00:00.000Z,5.0,0.0,72,1,-31.4285714286
466,2022-02-08T00:00:00.000Z,4.0,0.0,56,0,-43.4343434343
